7soCc4TpT99bOhJoCiMqFN,Junya pt 2,,Donda,2021-08-29,chicago rap,False,182.635,0.767,0.753,0.309,0.279,-3.773
72dummgz1gSqm8faekYYQh,Jesus Lord pt 2,,Donda,2021-08-29,chicago rap,False,690.732,0.726,0.524,0.0705,0.0877,-6.628
